PLAYER,All-Star,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
Montrezl Harrell,0,LAC,26,54,37,17,28.4,18.8,7.7,13.4,57.6,0,0.3,0,3.4,5.4,63.4,2.7,4.4,7.1,1.8,1.8,0.6,1.1,2.4,33.5,9,0,3.7,111.6,105.8,5.8,10.4,0.98,9.3,9,13.5,11.3,9.5,57.6,59.8,24.5,104.91,14
Moritz Wagner,0,WAS,23,26,10,16,20.3,11.3,4.4,7.4,59.1,0.9,2.4,36.5,1.7,2.2,78.6,1.4,4.3,5.7,1.3,1.9,0.7,0.6,3.7,22.1,2,0,-1.1,109,110.7,-1.7,9.4,0.67,11,6.2,21,13.4,16.4,65,67.8,20.1,108.25,11.1
Moses Brown,0,POR,20,9,4,5,3.6,1.2,0.4,1.1,40,0,0,0,0.3,0.9,37.5,0.3,1.2,1.6,0.1,0.3,0.1,0.1,0.8,3.6,0,0,-3.7,90.8,141.7,-50.9,4.8,0.33,5.6,7.3,32.4,18.7,16.7,40,40.7,20,108.15,3.2
Myles Turner,0,IND,24,45,25,20,29.1,11.9,4.2,9.3,45.1,1.4,4.2,34.4,2.1,2.7,76.4,1.2,5,6.1,1.2,1.3,0.7,1.9,2.5,27.7,5,0,-0.1,108.1,107.9,0.2,6.1,0.93,9.6,4,16.8,10.5,10.3,52.9,56.8,17.9,98.04,9.4
Nassir Little,0,POR,20,39,18,21,12.7,3.8,1.4,3.3,43,0.3,1.3,25.5,0.7,1,66.7,0.7,1.8,2.5,0.5,0.4,0.3,0.4,1.6,9,1,0,-0.8,110,112,-2,4.7,1.2,10.1,5.1,12.3,8.7,8.4,48,51.3,13.1,104.09,5.2
Naz Mitrou-Long,0,IND,26,3,2,1,14.2,4.7,2,5.3,37.5,0.7,3.7,18.2,0,0,0,0,2,2,2.3,0.7,0.3,0.3,0.3,11.9,0,0,6,100,79.1,20.9,25,3.5,28,0,11.5,5.8,8,43.8,43.8,17.3,102.17,12.5
Naz Reid,0,MIN,20,19,5,14,11.4,7.4,2.7,6.4,41.8,1.2,3.2,36.1,0.8,1.1,76.2,0.7,2,2.7,0.7,0.6,0.3,0.5,2.3,13.7,0,0,1.4,106.3,101.1,5.3,10.4,1.17,8.9,5.4,16.2,10.5,7.6,50.8,53.3,26.1,105.19,9.4
Nemanja Bjelica,0,SAC,32,54,21,33,28.4,12.3,4.6,9.6,48.5,2.1,4.6,44.9,1,1.1,85.2,1.7,4.7,6.4,2.8,1.5,0.9,0.6,3.1,27,6,0,-1.4,108.7,112.3,-3.6,14,1.89,19.4,5.8,17.2,11.3,10.3,59.2,61,17.4,98.76,10.5
Nerlens Noel,0,OKC,26,46,28,18,18.7,7.8,3.2,4.7,67.3,0,0.1,33.3,1.5,1.9,79.1,1.6,3.5,5.2,1.1,1,1,1.5,2.5,22.2,3,0,0.2,106.8,105.9,0.9,9.1,1.09,14.2,8.9,17.7,13.5,13.1,67.5,70.8,15.3,99.86,13.6
Nickeil Alexander-Walker,0,NOP,21,41,18,23,12.2,5.1,1.9,5.5,33.9,1,2.9,34.2,0.4,0.7,60.7,0.2,1.8,2,1.8,1,0.3,0.2,1.1,10.5,0,0,-1.5,108.1,113.3,-5.1,20.7,1.85,20.9,1.5,13.5,7.4,11.3,42.7,44.1,22.7,105.15,6.2
Nicolas Batum,0,CHA,31,22,6,16,23,3.6,1.3,3.7,34.6,0.6,2.2,28.6,0.4,0.5,90,1.1,3.4,4.5,3,1,0.8,0.4,1.9,15.9,0,0,-2.2,108.6,111.9,-3.3,17.3,3,38.2,4.7,14.6,9.6,12.7,43.2,46.3,9.3,97.67,6.8
Nicolas Claxton,0,BKN,21,14,5,9,13.1,4.4,1.9,3.3,56.5,0.1,0.5,14.3,0.6,1.4,47.4,1.4,1.7,3.1,1.1,0.6,0.1,0.6,1,11.1,0,0,-4.2,94.7,108.5,-13.7,14.3,1.78,20.3,9.1,10.8,10,11.4,57.6,57,14.1,104.8,8.9
Nicolo Melli,0,NOP,29,43,19,24,15.8,6.1,2.1,4.8,44.9,1.1,3,37.4,0.7,0.9,76.9,0.6,2.2,2.8,1.1,0.7,0.6,0.3,1.9,13,0,0,-1.4,105.8,110.2,-4.4,10,1.47,15.6,3.3,14,8.5,10.6,56.8,59.2,15.4,103.91,7.7
Nigel Williams-Goss,0,UTA,25,9,5,4,3.1,0.4,0.1,0.8,14.3,0,0.2,0,0.2,0.2,100,0.2,0.3,0.6,0.6,0.2,0.1,0.1,0.2,2.4,0,0,0.8,95,79.4,15.6,23.8,2.5,33.3,6.5,8.6,7.6,13.3,14.3,25.4,14.1,106.87,5
Nikola Jokic,1,DEN,25,55,38,17,32.5,20.6,8,15.4,51.8,1.2,3.8,32.9,3.4,4.2,81,2.4,7.8,10.2,6.9,3,1.2,0.7,3.1,45.8,35,11,4.1,112.7,107.1,5.6,34.6,2.3,25.4,7.5,24.2,15.8,11,55.8,59.7,27,96.77,18.2
Nikola Vucevic,0,ORL,29,44,19,25,32.2,19,7.6,16.6,45.8,1.7,4.9,34.4,2,2.6,77.6,2.6,8.2,10.8,3.7,1.5,0.9,0.9,2.3,41.5,27,0,-0.2,107.8,108.7,-0.9,19.4,2.52,16.3,7.7,26.2,16.6,6.4,50.9,53.3,25.9,98.93,14.9
Noah Vonleh,0,DEN,24,30,10,20,12,4.1,1.6,2.9,55.2,0.1,0.5,20,0.8,1,80,1.2,2.8,4,0.9,0.7,0.4,0.2,1.3,11.2,0,0,-1.6,98.4,102.6,-4.3,11.2,1.3,17.7,8.4,20.9,14.5,13.6,56.9,61.4,13.5,106.47,12.4
Norman Powell,0,TOR,27,38,29,9,28.2,15.3,5.5,11.1,49.8,2,5.1,40.1,2.2,2.6,84,0.6,3.3,3.9,1.7,1.5,1.3,0.4,2,25.9,0,0,4.1,109.6,102.6,7.1,9,1.12,10.9,2,10,6.2,9.7,58.9,62.3,20.4,103.33,10.9
Norvel Pelle,0,PHI,27,16,10,6,10.2,2.5,1.1,1.8,58.6,0,0,0,0.4,0.8,50,0.9,2.5,3.4,0.4,0.8,0.1,1.4,2.2,11,0,0,-2.9,97.9,110.9,-13,6.1,0.58,13,8.2,22.7,15.6,22.2,58.6,58.3,12.1,99.46,7.2
OG Anunoby,0,TOR,22,54,39,15,29.1,10.2,4.1,8.2,49.9,1.3,3.4,37.2,0.8,1.2,66.2,1.1,4.3,5.4,1.5,1.2,1.2,0.6,2.4,23.3,5,0,3.4,110.7,105.3,5.4,7.3,1.28,13.4,3.8,13.9,8.9,10.5,57.6,58.6,14.5,101.41,8.3
Omari Spellman,0,MIN,22,49,11,38,18.1,7.6,2.6,6,43.1,0.9,2.2,39.1,1.5,1.9,79.3,1.6,2.9,4.5,1,1.1,0.7,0.5,1.3,16.7,1,0,-2.9,101.2,109.7,-8.5,8.6,0.87,10.8,7.6,15.5,11.4,12.4,50.3,55.1,17.7,102.39,9.8
Oshae Brissett,0,TOR,22,17,13,4,7.5,1.9,0.7,2,35.3,0.2,0.9,20,0.4,0.5,75,0.5,0.8,1.4,0.3,0.4,0.2,0.1,1.1,4.5,0,0,1.5,106.7,97.8,9,5.6,0.71,10,6.5,9.5,8,14,39.7,44,14.4,100.22,2.7
Otto Porter Jr.,0,CHI,27,9,3,6,25.1,11.2,3.9,9.3,41.7,1.8,4.4,40,1.7,2.2,75,0.9,2.6,3.4,1.6,0.8,1,0.3,2.2,20.9,0,0,0.8,109.4,108.4,1,9.2,2,12.4,3.3,10.3,6.6,6.2,51.2,54.4,18.4,101.63,8
P.J. Tucker,0,HOU,35,54,34,20,34.9,7.4,2.6,6,43.5,1.5,4,36.4,0.7,0.8,84.1,1.5,5.4,7,1.6,1.1,1.2,0.4,3.4,21.9,6,0,3,112.5,108.6,3.9,6.1,1.52,17.9,4,14.4,9.2,11.8,55.7,58,8.7,103.74,6
P.J. Washington,0,CHA,21,47,17,30,30.1,11.7,4.4,9.6,46.3,1.3,3.3,37.6,1.5,2.3,65.5,0.9,4.6,5.5,2,1.6,0.9,0.8,2.8,25,4,0,-3.6,103.9,110.2,-6.3,10.9,1.3,14.3,2.8,14.9,8.8,11.1,52.9,55,17.6,97.71,8.3
PJ Dozier,0,DEN,23,15,11,4,14.8,5.5,2.3,5.5,41,0.5,1.7,26.9,0.5,0.7,63.6,0.3,1.7,2,1.7,0.7,0.5,0.3,1.8,12.1,0,0,0.3,86.5,76,10.5,23.5,0,33.3,0,12,5.1,0,0,6.3,12.9,110.05,0
Pascal Siakam,1,TOR,26,44,34,10,35,23.5,8.8,19.1,45.8,2.1,5.8,36.2,3.9,4.8,80.2,1.2,6.4,7.5,3.5,2.4,1,0.9,2.8,41,10,0,6.8,113.4,104.5,8.9,15.9,1.45,12.8,3.3,16.7,10.3,8.8,51.3,55.3,28.6,101.64,13.1
Pat Connaughton,0,MIL,27,50,44,6,18.3,4.9,1.9,4.3,45.3,0.7,2.2,31.8,0.4,0.5,72,0.9,3.5,4.4,1.6,0.8,0.3,0.5,1,14.3,0,0,2,108.2,102.8,5.4,11.2,1.98,23.1,4.3,15.9,10.4,11.7,53.5,54.9,11.4,107.05,8.9
Patrick Beverley,0,LAC,31,40,30,10,28,8.5,3.1,7.3,43,1.6,4.4,36.4,0.6,1,63.2,1.3,4.5,5.8,4,1.4,1.2,0.6,3.2,25.5,4,0,5.1,113.3,104.4,8.8,18.7,2.94,30.5,4.3,14.8,9.6,10.4,54,54.9,13.2,102.26,9.2
Patrick McCaw,0,TOR,24,31,23,8,24.1,4.9,1.9,4.4,43.8,0.7,1.9,36.2,0.4,0.5,75,0.5,1.6,2.2,2.3,0.8,1.1,0.1,1.5,13.7,1,0,0.5,107.3,105.5,1.8,12.6,2.8,29.3,2.1,6.3,4.2,10.5,51.5,53.1,9.6,101.58,5.6
Patrick Patterson,0,LAC,31,45,29,16,12.8,4.9,1.6,4,39.9,1.1,3,37.3,0.6,0.8,79.4,0.6,2,2.6,0.6,0.3,0.1,0.1,0.9,9.2,0,0,2,108.6,101.9,6.7,6.9,1.93,12.2,4.6,13.9,9.3,6.3,53.9,56.7,14.6,104.45,8.6
Patty Mills,0,SAS,31,54,23,31,23.1,11.7,4,9.2,43.5,2.4,6.2,39,1.3,1.6,82.6,0.3,1.3,1.6,1.9,0.9,0.8,0.1,1.4,18.3,0,0,1.8,112.5,108.9,3.6,11.7,2.24,15.2,1.4,5,3.3,6.8,56.5,59.2,19.1,103.99,8.3
Paul George,0,LAC,30,34,23,11,29.4,21.7,7.1,16.8,42.6,3.3,8.3,39.4,4.2,4.6,89.9,0.4,5.6,6.1,3.9,3,1.3,0.5,2.4,37.5,5,0,4.5,113.4,106,7.4,20.8,1.3,15.3,1.4,17.5,9.7,11.8,52.4,57.8,30.2,103.23,14.5
Paul Millsap,0,DEN,35,35,23,12,24.4,12.1,4.2,8.8,47.6,1.1,2.4,44,2.7,3.1,85.3,2,3.9,5.9,1.6,1.2,0.9,0.7,2.8,25.2,4,0,6.6,115.1,101.4,13.8,9.1,1.33,12.4,7.9,16,11.9,9.3,53.6,59.4,19.8,97.8,11.3
Paul Watson,0,TOR,25,4,2,2,5.6,0.3,0,1.8,0,0,0.8,0,0.3,0.5,50,0,0.8,0.8,1,0,0.3,0,0.3,3.4,0,0,1.8,86.5,76,10.5,23.5,0,33.3,0,12,5.1,0,0,6.3,12.9,110.05,0
Quinn Cook,0,LAL,27,34,27,7,11.4,5,2.1,4.7,44.4,0.7,1.8,38.3,0.2,0.3,66.7,0.2,0.9,1.1,1.1,0.7,0.3,0,0.6,8.4,0,0,2.5,109.4,100.5,8.9,14.1,1.65,17,1.7,7.2,4.6,10.3,51.6,52.1,19.5,102.59,8
Quinndary Weatherspoon,0,SAS,23,1,0,1,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,66.7,112.5,-45.8,0,0,0,0,0,0,0,0,0,10,113.86,-8.7
RJ Barrett,0,NYK,20,45,13,32,30.5,13.6,4.9,12.7,38.8,1.1,3.4,31.8,2.8,4.5,61.1,1,4.1,5.1,2.4,2.1,1,0.4,2.3,25.3,2,0,-6.5,110.8,108.1,2.6,36.9,3.25,36.8,2.3,11.5,6.9,11.3,45.1,50.7,19.5,103.76,10.9
Rajon Rondo,0,LAL,34,38,29,9,21,7.8,3.1,7.2,42.9,1,2.8,35.2,0.6,0.9,72.7,0.5,2.9,3.3,5.3,2,0.8,0.1,1.3,20.2,2,0,1.5,110.1,107.4,2.6,35.7,2.61,35.4,2.2,13.4,7.7,13.6,49.6,51.3,19,101.4,11.5
Raul Neto,0,PHI,28,44,25,19,10.9,3.9,1.5,3.5,43.8,0.5,1.4,38.1,0.3,0.4,77.8,0.3,0.8,1.1,1.5,0.8,0.5,0.1,0.8,8.3,0,0,0.3,99.8,98,1.8,21.1,1.83,24.5,2.3,7.3,4.9,13.4,51.6,53.4,17.2,101.23,8.4
Rayjon Tucker,0,UTA,22,12,10,2,6.2,1.6,0.7,1.6,42.1,0,0.5,0,0.3,0.4,60,0.2,0.8,0.9,0.2,0.3,0.1,0,0.6,2.9,0,0,-0.7,110.8,115.8,-5.1,3.3,0.67,7.7,2.5,14.1,7.6,11.5,42.1,44.8,13,102.66,3
Reggie Bullock,0,NYK,29,21,8,13,25.9,9.8,3.8,9.5,40,1.6,4.8,33,0.6,0.7,86.7,0.6,1.9,2.5,1.5,0.6,1.1,0,2.3,17.7,0,0,-3,103.9,109.8,-5.8,8,2.38,12.4,2.1,7.5,4.7,5.2,48.3,49.9,16.7,100.28,5.8
Reggie Jackson,0,LAC,30,14,4,10,27.2,14.9,5.4,14.1,38.4,2.2,5.9,37.8,1.9,2.4,78.8,0.8,2.1,2.9,5.1,1.6,0.6,0.1,1.5,26.4,1,0,3.4,111.4,105.9,5.5,31,3.13,23.5,2.8,7.9,5.3,7.5,46.2,49.2,26.6,96.85,10.6
Richaun Holmes,0,SAC,26,37,14,23,29.4,13.1,5.5,8.4,66,0,0,0,2.1,2.5,81.7,3.1,5.4,8.5,1,1.2,1.1,1.4,3.9,30.9,13,0,0.2,109.2,108.5,0.7,5.3,0.8,8.5,10.2,18.7,14.4,10.6,66,69.2,15.8,98.28,12.3
Ricky Rubio,0,PHX,29,47,20,27,31.3,12.3,4.3,10.7,40.1,1.1,3.2,33.8,2.6,3.1,82.9,0.7,3.7,4.4,8.6,2.6,1.4,0.2,2.5,32.4,14,1,1.3,110.8,108.1,2.6,36.9,3.25,36.8,2.3,11.5,6.9,11.3,45.1,50.7,19.5,103.76,10.9
Robert Covington,0,HOU,29,52,17,35,29.6,12.8,4.5,10.3,43.3,2.3,6.6,34.6,1.5,1.9,79.8,0.8,5.2,6,1.2,1.5,1.7,1,3.2,28.3,3,0,-0.3,109.7,109.8,-0.1,5.9,0.8,8.7,2.5,17.3,9.7,11,54.4,57.1,17.6,103.49,8.9
Robert Williams III,0,BOS,22,19,14,5,14.1,3.9,1.7,2.6,67.3,0,0,0,0.4,0.7,57.1,1.2,3.4,4.6,1.1,0.8,0.9,1.1,1.8,16.2,0,0,0.1,110.9,109,1.9,10.8,1.31,22.8,8.5,22.5,15.6,17.4,67.3,67.1,11.2,101.96,12
Robin Lopez,0,MIL,32,50,42,8,13.7,5.2,2.2,4.3,50,0.4,1.4,28.2,0.5,0.9,53.5,0.9,1.7,2.6,0.7,0.8,0.1,0.7,1.1,10.9,0,0,1.2,106.2,102,4.2,6.8,0.8,10.7,6,10,8.1,13.3,54.6,55.1,16,106.55,7
Rodions Kurucs,0,BKN,22,32,10,22,13.2,4.8,1.8,3.6,49.1,0.8,1.7,46.3,0.4,0.7,63.6,0.5,1.9,2.4,0.9,1,0.4,0.1,1.8,9.4,0,0,-0.3,100.2,101.1,-0.9,9.8,0.91,15.4,3.4,12.2,8,17,59.9,60.9,14.9,106.39,7
Rodney Hood,0,POR,27,21,8,13,29.5,11,4.1,8.2,50.6,1.7,3.4,49.3,1,1.3,77.8,0.5,3,3.4,1.5,0.9,0.8,0.2,2.2,19.4,0,0,0.2,112.3,111.6,0.6,6.8,1.68,13.6,1.5,9.2,5.4,8.1,60.8,62.5,13.7,103.31,7.4
Rodney McGruder,0,LAC,28,43,28,15,16.4,3.4,1.3,3.4,38.4,0.5,1.7,27,0.3,0.6,50,0.6,2.3,2.8,0.7,0.4,0.5,0.2,1.5,9.4,0,0,0.4,108.7,106.7,2,5.3,1.53,14.2,3.3,11.9,7.8,9.3,45.2,46,9.9,106.65,4.3
Romeo Langford,0,BOS,20,18,15,3,10.2,3,1.1,2.2,48.7,0.2,0.8,26.7,0.7,0.9,75,0.3,0.7,1,0.2,0.3,0.3,0.3,0.9,6,0,0,2.9,111,97.4,13.6,2.1,0.6,5.5,3,6.2,4.6,9.1,53.8,58.6,11.8,99.85,5
Rondae Hollis-Jefferson,0,TOR,25,43,30,13,19.6,7.6,2.8,5.9,47.6,0,0.4,12.5,1.9,2.6,72.6,2,2.9,4.9,1.8,1,1,0.4,2.1,19.2,2,0,1.9,108.9,103.1,5.8,13.7,1.85,18,9,13.8,11.4,9.7,48,53.7,16.7,101.34,10.5
Royce O'Neale,0,UTA,27,54,36,18,29.2,5.9,2.1,4.7,44.5,1.2,3,40.7,0.4,0.5,82.8,0.4,4.8,5.2,2.5,0.9,0.7,0.4,2.9,18.4,2,0,4.5,114,106.4,7.7,11.2,2.98,30.3,1.3,15.4,8.7,10.2,57.4,59.2,8.6,99.88,6.8
Rudy Gay,0,SAS,33,51,21,30,21,9.5,3.5,7.9,43.9,0.9,3,31.8,1.6,1.9,86.6,0.8,4.5,5.3,1.7,1.4,0.4,0.5,1.4,19.7,4,0,0,107.4,107.8,-0.4,11.9,1.26,14.4,3.8,19.6,11.9,11.4,49.9,54.5,20.2,103.23,10.6
Rudy Gobert,1,UTA,28,52,35,17,34.6,15.6,6,8.7,68.9,0,0,0,3.7,6,61.3,3.7,10.9,14.6,1.5,2,0.7,1.9,3.1,41.2,42,0,6.3,114,105,9,6.5,0.77,10.3,11.3,29.3,20.8,13.2,68.9,69.1,16.7,99.67,15.8
Rui Hachimura,0,WAS,22,30,11,19,28.8,13.9,5.8,11.8,48.7,0.4,1.8,23.6,1.9,2.3,82.6,1.5,4.4,6,1.5,0.9,0.7,0.2,2.2,25.1,3,0,-6.2,109.9,119.9,-10,7.6,1.7,10,5.1,15.5,10.2,5.9,50.6,54,19.8,103.52,9.2
Russell Westbrook,1,HOU,31,45,29,16,36,27.2,10.5,22.7,46.3,1,4,23.8,5.2,6.6,78.5,1.6,6.4,8,7.2,4.4,1.6,0.4,3.6,49.1,19,8,3,110.3,106.4,3.9,34.3,1.64,19.4,4.1,16.3,10.1,11.8,48.4,53.1,32.8,107.49,14.5
Ryan Anderson,0,HOU,32,2,1,1,7,2.5,1,3.5,28.6,0.5,2.5,20,0,0,0,0,3.5,3.5,1,0.5,0.5,0,0.5,9.2,0,0,3.5,124.2,103,21.2,16.7,2,20,0,46.7,28,10,35.7,35.7,24.2,113.41,11.5
Ryan Arcidiacono,0,CHI,26,51,19,32,15,4.2,1.5,3.5,41.1,0.9,2.2,40.7,0.4,0.5,71.4,0.3,1.4,1.7,1.5,0.6,0.4,0.1,1.6,9.4,0,0,-1.4,99.7,103.6,-3.9,14.5,2.63,26.2,1.8,9.5,5.4,10,53.9,55.6,11.8,103.53,6.1
Ryan Broekhoff,0,PHI,29,17,10,7,10.6,4.2,1.3,3.5,37.3,1.2,3,39.2,0.4,0.5,87.5,0.3,2.2,2.5,0.6,0.4,0.3,0.2,0.9,9.4,0,0,0.5,115.5,113.4,2.1,8.3,1.83,13.9,2.5,20.2,11.2,7.6,54.2,56.8,15.5,103.4,8.4
Sekou Doumbouya,0,DET,19,29,9,20,19.7,6.8,2.5,6.4,39.5,0.8,2.6,30.7,0.9,1.3,71.1,0.6,2.8,3.3,0.4,1.1,0.6,0.2,2.1,12.8,2,0,-2.5,105.3,110.8,-5.5,2.8,0.35,4.6,2.8,14.5,8.5,12.9,45.7,48.6,17.2,99.38,4.4
Semi Ojeleye,0,BOS,25,51,36,15,14.9,3,1,2.5,39.5,0.5,1.6,35,0.5,0.5,88.9,0.4,1.5,1.9,0.5,0.2,0.4,0.1,1.1,7.2,0,0,0,104.2,104.1,0.1,5,2.8,15.6,2.5,9.2,5.8,5.6,50.4,54.7,8.3,100.96,5.1
Serge Ibaka,0,TOR,30,44,31,13,27.2,16.1,6.5,12.5,52.6,1.3,3.1,40.4,1.8,2.4,73.8,2,6,8,1.4,1.9,0.5,0.8,2.8,30,15,0,1.4,108.8,106.1,2.7,8.3,0.71,8.1,7.2,19.9,13.7,11.5,57.6,59.7,23.9,101.79,13
Seth Curry,0,DAL,29,51,30,21,23.6,11.5,4.1,8.5,47.9,2.1,4.8,43.5,1.3,1.4,89,0.5,1.8,2.3,1.9,0.9,0.6,0.2,1.6,18.4,0,0,2.3,113.8,110.8,3.1,12.3,2.15,16.4,1.8,7.3,4.5,7.6,60.3,63.1,17.4,100.76,9.3
Shabazz Napier,0,WAS,28,40,12,28,23.3,9.7,3.2,7.8,40.6,1.4,4.4,30.9,2,2.5,82.7,0.5,2.5,3,5.1,2.1,1.1,0.2,1.7,22.6,2,1,-1.7,103.1,106.7,-3.6,32.3,2.38,31.7,1.9,10.5,6,13.3,49.4,54.8,18.8,104.91,10.8
Shai Gilgeous-Alexander,0,OKC,21,55,33,22,35.5,19.5,7,15.1,46.5,1.3,3.6,35,4.1,5.1,80.9,0.7,5.4,6.1,3.2,1.9,1.2,0.7,1.7,35.2,7,1,2.6,113.1,109.1,4,13.9,1.72,14.3,2.1,14.6,8.6,8.3,50.7,56,23.7,99.6,12
Shake Milton,0,PHI,23,22,14,8,14.9,6.3,2.2,5.1,42.9,0.9,2.6,33.3,1,1.4,76.7,0.3,1.8,2,1.5,1,0.4,0,1.9,11.3,0,0,-1,102.4,105.7,-3.3,15.3,1.43,18.1,1.7,11.1,6.4,12.6,51.3,55.1,19,103.28,6.9
Shamorie Ponds,0,TOR,22,4,4,0,2.6,2.3,0.8,1.3,60,0.3,0.5,50,0.5,0.5,100,0,0.3,0.3,0.5,0,0,0.3,0.5,4.1,0,0,0,121.7,127.3,-5.5,40,0,25,0,16.7,6.3,0,70,76.5,22.2,102.05,19.1
Shaquille Harrison,0,CHI,26,33,11,22,7.7,3.4,1.2,2.8,44.1,0.2,0.6,33.3,0.7,0.9,74.2,0.2,1.1,1.4,0.9,0.4,0.5,0.2,0.8,8.3,1,0,1.7,105.2,95,10.2,18.6,2.58,20.7,2.9,13.9,8.2,8,47.8,52.5,19.1,102.02,11.5
Skal Labissiere,0,ATL,24,33,14,19,17.2,5.8,2.5,4.5,55.1,0.1,0.4,23.1,0.8,1,75.8,2,3.2,5.1,1.3,0.9,0.2,0.9,2.7,16.4,1,0,0.4,107.8,106.5,1.3,10.6,1.4,17.9,10.5,15.5,13.1,12.8,56.1,58.8,13.9,103.4,9.3
Solomon Hill,0,MIA,29,48,25,23,18.8,5.7,2,4.9,41.2,1.2,3.1,38.1,0.5,0.8,68.4,0.5,2.5,3,2,0.8,0.6,0.1,1.5,13.8,0,0,-1.1,109.4,111.2,-1.8,13.2,2.35,24.4,2.6,12.5,7.7,10.4,53.2,54.9,13.4,104.44,7.1
